"","code","name","min_negotiated_price","max_negotiated_price"
"11955","HCPCS-J1655","Tinzaparin sodium injection",3.5,4.86
"11956","HCPCS-J1670","Tetanus immune globulin inj",523.72,727.97
"11957","HCPCS-J1675","Histrelin acetate",400.1,556.14
"11958","HCPCS-J1700","Hydrocortisone acetate inj",0.79,1.1
"11959","HCPCS-J1710","Hydrocortisone sodium ph inj",4.97,6.91
"11960","HCPCS-J1720","Hydrocortisone sodium succ i",14.74,20.49
"11961","HCPCS-J1726","Inj, hydro caproate, makena, 10 MG",30.83,42.85
"11962","HCPCS-J1729","Inj hydroxyprogst capoat nos",14.79,20.56
"11963","HCPCS-J1730","Diazoxide injection",111.85,155.47
"11964","HCPCS-J1738","Inj. meloxicam 1 mg",3.2,4.45
"11965","HCPCS-J1740","Ibandronate sodium injection",45.64,63.44
"11966","HCPCS-J1741","Ibuprofen injection",2.61,3.63
"11967","HCPCS-J1742","Ibutilide fumarate injection",205.06,285.03
"11968","HCPCS-J1743","Idursulfase injection",542.76,754.44
"11969","HCPCS-J1744","Icatibant injection",162.66,226.1
"11970","HCPCS-J1745","Infliximab not biosimil 10mg",36.52,119.52
"11971","HCPCS-J1746","Inj., ibalizumab-uiyk, 10 mg",66.49,92.42
"11972","HCPCS-J1750","Inj iron dextran",15.76,21.91
"11973","HCPCS-J1756","Iron sucrose injection",0.22,0.31
"11974","HCPCS-J1786","Imuglucerase injection",43.87,60.98
"11975","HCPCS-J1790","Droperidol injection",7.87,10.94
"11976","HCPCS-J1800","Propranolol injection",3.32,4.61
"11977","HCPCS-J1810","Droperidol/fentanyl inj",14.25,19.81
"11978","HCPCS-J1815","Insulin injection",0.9,1.25
"11979","HCPCS-J1817","Insulin for insulin pump use",8.95,12.44
"11980","HCPCS-J1823","Inj. inebilizumab-cdon, 1 mg",462.62,643.04
"11981","HCPCS-J1826","Interferon beta-1a inj",1781.21,2475.88
"11982","HCPCS-J1830","Interferon beta-1b / .25 MG",427.67,594.46
"11983","HCPCS-J1833","Injection, isavuconazonium",0.89,1.24
"11984","HCPCS-J1835","Itraconazole injection",42.28,58.77
"11985","HCPCS-J1840","Kanamycin sulfate 500 MG inj",7.69,10.69
"11986","HCPCS-J1850","Kanamycin sulfate 75 MG inj",1.16,1.61
"11987","HCPCS-J1885","Ketorolac tromethamine inj",0.47,0.75
"11988","HCPCS-J1890","Cephalothin sodium injection",8.61,11.97
"11989","HCPCS-J1930","Lanreotide injection",65.01,90.36
"11990","HCPCS-J1931","Laronidase injection",34.78,48.34
"11991","HCPCS-J1940","Furosemide injection",0.64,0.89
"11992","HCPCS-J1943","Inj., aristada initio, 1 mg",2.99,4.16
"11993","HCPCS-J1944","Aripirazole lauroxil 1 mg",2.94,4.09
"11994","HCPCS-J1945","Lepirudin",570.65,793.2
"11995","HCPCS-J1950","Leuprolide acetate /3.75 MG",1421.56,1975.97
"11996","HCPCS-J1951","Inj fensolvi 0.25 mg",126.44,175.75
"11997","HCPCS-J1953","Levetiracetam injection",0.1,0.14
"11998","HCPCS-J1955","Inj levocarnitine per 1 gm",22.46,31.22
"11999","HCPCS-J1956","Levofloxacin injection",0.87,1.21
"12000","HCPCS-J1960","Levorphanol tartrate inj",3.17,4.41
"12001","HCPCS-J1980","Hyoscyamine sulfate inj",28.9,40.17
"12002","HCPCS-J1990","Chlordiazepoxide injection",21.05,29.26
"12003","HCPCS-J2001","Lidocaine injection",0.02,0.03
"12004","HCPCS-J2010","Lincomycin injection",9.48,13.18
"12005","HCPCS-J2020","Linezolid injection",5.87,8.16
"12006","HCPCS-J2060","Lorazepam injection",0.72,1.6
"12007","HCPCS-J2062","Loxapine for inhalation 1 mg",14.4,20.02
"12008","HCPCS-J2150","Mannitol injection",2.6,3.61
"12009","HCPCS-J2175","Meperidine hydrochl /100 MG",6.66,9.26
"12010","HCPCS-J2180","Meperidine/promethazine inj",3.79,5.27
"12011","HCPCS-J2182","Injection, mepolizumab, 1 mg",28.75,39.96
"12012","HCPCS-J2185","Meropenem",0.69,0.96
"12013","HCPCS-J2186","Inj., meropenem, vaborbactam",1.98,2.75
"12014","HCPCS-J2210","Methylergonovin maleate inj",20.32,28.24
"12015","HCPCS-J2212","Methylnaltrexone injection",1.16,1.61
"12016","HCPCS-J2248","Micafungin sodium injection",0.81,1.13
"12017","HCPCS-J2250","Inj midazolam hydrochloride",0.14,0.19
"12018","HCPCS-J2260","Inj milrinone lactate / 5 MG",1.6,2.22
"12019","HCPCS-J2265","Minocycline hydrochloride",2.18,3.03
"12020","HCPCS-J2270","Morphine sulfate injection",2.95,4.1
"12021","HCPCS-J2274","Inj morphine pf epid ithc",22.33,31.04
"12022","HCPCS-J2278","Ziconotide injection",9,12.51
"12023","HCPCS-J2280","Inj, moxifloxacin 100 mg",9.53,13.25
"12024","HCPCS-J2300","Inj nalbuphine hydrochloride",2.61,3.63
"12025","HCPCS-J2310","Inj naloxone hydrochloride",12.15,16.89
"12026","HCPCS-J2315","Naltrexone, depot form",3.54,4.92
"12027","HCPCS-J2320","Nandrolone decanoate 50 MG",3.75,5.21
"12028","HCPCS-J2323","Natalizumab injection",23.06,32.05
"12029","HCPCS-J2325","Nesiritide injection",60.24,83.73
"12030","HCPCS-J2326","Inj, nusinersen, 0.1mg",1020,1417.8
"12031","HCPCS-J2350","Injection, ocrelizumab, 1 MG",58.49,81.3
"12032","HCPCS-J2353","Octreotide injection, depot",207.43,288.33
"12033","HCPCS-J2354","Octreotide inj, non-depot",0.85,1.18
"12034","HCPCS-J2355","Oprelvekin injection",426.92,593.42
"12035","HCPCS-J2357","Omalizumab injection",37.27,51.81
"12036","HCPCS-J2358","Olanzapine long-acting inj",2.92,4.06
"12037","HCPCS-J2360","Orphenadrine injection",4.61,6.41
"12038","HCPCS-J2370","Phenylephrine hcl injection",2.84,3.95
"12039","HCPCS-J2400","Chloroprocaine hcl injection",30.58,42.51
"12040","HCPCS-J2405","Ondansetron hcl injection",0.08,5.61
"12041","HCPCS-J2406","Injection, oritavancin 10 mg",39.07,54.31
"12042","HCPCS-J2407","Injection, oritavancin",24.52,34.08
"12043","HCPCS-J2410","Oxymorphone hcl injection",2.85,3.96
"12044","HCPCS-J2425","Palifermin injection",23.92,33.25
"12045","HCPCS-J2426","Paliperidone palmitate inj",12.64,17.57
"12046","HCPCS-J2430","Pamidronate disodium /30 MG",10.15,42.73
"12047","HCPCS-J2440","Papaverin hcl injection",36,50.04
"12048","HCPCS-J2460","Oxytetracycline injection",0.91,1.26
"12049","HCPCS-J2469","Palonosetron HCL",1.22,2.4
"12050","HCPCS-J2501","Paricalcitol",0.81,1.13
"12051","HCPCS-J2502","Inj, pasireotide long acting",467.28,649.52
"12052","HCPCS-J2503","Pegaptanib sodium injection",785.5,1091.85
"12053","HCPCS-J2504","Pegademase bovine, 25 iu",367.96,511.46
"12054","HCPCS-J2506","Inj pegfilgrast ex bio 0.5mg",167.68,233.08
"12055","HCPCS-J2507","Pegloticase injection",2985.85,4150.33
"12056","HCPCS-J2510","Penicillin g procaine inj",32.12,44.65
"12057","HCPCS-J2513","Pentastarch 10% solution",12.72,17.68
"12058","HCPCS-J2515","Pentobarbital sodium inj",24.31,33.79
"12059","HCPCS-J2540","Penicillin g potassium inj",0.77,1.07
"12060","HCPCS-J2543","Piperacillin/tazobactam",1.36,1.89
"12061","HCPCS-J2545","Pentamidine non-comp unit",124.33,172.82
"12062","HCPCS-J2547","Injection, peramivir",1.52,2.11
"12063","HCPCS-J2550","Promethazine hcl injection",2.57,3.57
"12064","HCPCS-J2560","Phenobarbital sodium inj",41.72,57.99
"12065","HCPCS-J2562","Plerixafor injection",382.65,531.88
"12066","HCPCS-J2590","Oxytocin injection",0.83,1.15
"12067","HCPCS-J2597","Inj desmopressin acetate",8.27,11.5
"12068","HCPCS-J2650","Prednisolone acetate inj",0.52,0.72
"12069","HCPCS-J2670","Totazoline hcl injection",14.03,19.5
"12070","HCPCS-J2675","Inj progesterone per 50 MG",1.11,1.54
"12071","HCPCS-J2680","Fluphenazine decanoate 25 MG",10.89,15.14
"12072","HCPCS-J2690","Procainamide hcl injection",107.87,149.94
"12073","HCPCS-J2700","Oxacillin sodium injeciton",1.06,1.47
"12074","HCPCS-J2704","Inj, propofol, 10 MG",0.13,0.18
"12075","HCPCS-J2710","Neostigmine methylslfte inj",0.34,0.47
"12076","HCPCS-J2720","Inj protamine sulfate/10 MG",1.47,2.04
"12077","HCPCS-J2724","Protein c concentrate",15.12,21.02
"12078","HCPCS-J2725","Inj protirelin per 250 mcg",21.83,30.34
"12079","HCPCS-J2730","Pralidoxime chloride inj",83.23,115.69
"12080","HCPCS-J2760","Phentolaine mesylate inj",377.73,525.04
"12081","HCPCS-J2765","Metoclopramide hcl injection",0.77,1.46
"12082","HCPCS-J2770","Quinupristin/dalfopristin",428.32,595.36
"12083","HCPCS-J2778","Ranibizumab injection",281.89,391.83
"12084","HCPCS-J2780","Ranitidine hydrochloride inj",1.01,8.51
"12085","HCPCS-J2783","Rasburicase",321.79,447.29
"12086","HCPCS-J2785","Regadenoson injection",61.5,85.48
"12087","HCPCS-J2786","Injection, reslizumab, 1 mg",10.23,14.22
"12088","HCPCS-J2787","Riboflavin 5'Phos opth<=3ml",1648.8,2291.83
"12089","HCPCS-J2788","Rho d immune globulin 50 mcg",24.84,34.53
"12090","HCPCS-J2790","Rho d immune globulin inj",78.49,109.1
"12091","HCPCS-J2791","Rhophylac injection",4.73,6.57
"12092","HCPCS-J2792","Rho(d) immune globulin H, sd",30.61,42.55
"12093","HCPCS-J2793","Rilonacept injection",21.82,30.33
"12094","HCPCS-J2794","Inj risperdal consta, 0.5 mg",11.05,15.36
"12095","HCPCS-J2795","Ropivacaine hcl injection",0.07,0.1
"12096","HCPCS-J2796","Romiplostim injection",83.9,116.62
"12097","HCPCS-J2797","Inj., rolapitant, 0.5 mg",0.85,1.18
"12098","HCPCS-J2798","Inj., perseris, 0.5 mg",10.66,14.82
"12099","HCPCS-J2800","Methocarbamol injection",5.88,8.17
"12100","HCPCS-J2805","Sincalide injection",88,165.52
"12101","HCPCS-J2810","Inj theophylline per 40 MG",0.41,0.57
"12102","HCPCS-J2820","Sargramostim injection",30.09,75.12
"12103","HCPCS-J2840","Inj sebelipase alfa 1 mg",490.08,681.21
"12104","HCPCS-J2850","Inj secretin synthetic human",31.5,43.78
"12105","HCPCS-J2860","Injection, siltuximab",128.53,178.66
"12106","HCPCS-J2910","Aurothioglucose injeciton",24.5,34.05
"12107","HCPCS-J2916","Na ferric gluconate complex",2.06,2.86
"12108","HCPCS-J2920","Methylprednisolone injection",4.25,5.91
"12109","HCPCS-J2930","Methylprednisolone injection",3.55,8.51
"12110","HCPCS-J2940","Somatrem injection",42.29,58.78
"12111","HCPCS-J2941","Somatropin injection",133.7,185.84
"12112","HCPCS-J2950","Promazine hcl injection",0.38,0.53
"12113","HCPCS-J2993","Reteplase injection",2630.56,3656.48
"12114","HCPCS-J2995","Inj streptokinase /250000 IU",79.5,110.5
"12115","HCPCS-J2997","Alteplase recombinant",88.28,122.71
"12116","HCPCS-J3000","Streptomycin injection",33.37,46.38
"12117","HCPCS-J3010","Fentanyl citrate injection",0.43,1
"12118","HCPCS-J3030","Sumatriptan succinate / 6 MG",24.96,34.69
"12119","HCPCS-J3031","Inj., fremanezumab-vfrm 1 mg",2.84,3.95
"12120","HCPCS-J3032","Inj. eptinezumab-jjmr 1 mg",16.02,22.27
"12121","HCPCS-J3060","Inj, taliglucerase alfa 10 u",40.35,56.09
"12122","HCPCS-J3070","Pentazocine injection",108.39,150.66
"12123","HCPCS-J3090","Inj tedizolid phosphate",1.66,2.31
"12124","HCPCS-J3095","Telavancin injection",6.33,8.8
"12125","HCPCS-J3101","Tenecteplase injection",134.76,187.32
"12126","HCPCS-J3105","Terbutaline sulfate inj",2.97,4.13
"12127","HCPCS-J3110","Teriparatide injection",63.46,88.21
"12128","HCPCS-J3111","Inj. romosozumab-aqqg 1 mg",9.32,12.95
"12129","HCPCS-J3121","Inj testostero enanthate 1MG",0.04,0.06
"12130","HCPCS-J3145","Testosterone undecanoate 1 MG",1.66,2.31
"12131","HCPCS-J3230","Chlorpromazine hcl injection",31.23,43.41
"12132","HCPCS-J3240","Thyrotropin injection",1858.67,2583.55
"12133","HCPCS-J3241","Inj. teprotumumab-trbw 10 mg",315.88,439.07
"12134","HCPCS-J3243","Tigecycline injection",0.98,1.36
"12135","HCPCS-J3245","Inj., tildrakizumab, 1 mg",137.27,190.81
"12136","HCPCS-J3246","Tirofiban hcl",3.58,4.98
"12137","HCPCS-J3250","Trimethobenzamide hcl inj",43.09,59.9
"12138","HCPCS-J3260","Tobramycin sulfate injection",2.19,3.04
"12139","HCPCS-J3262","Tocilizumab injection",5.82,8.09
"12140","HCPCS-J3265","Injection torsemide 10 mg/ml",2.19,3.04
"12141","HCPCS-J3280","Thiethylperazine maleate inj",4.76,6.62
"12142","HCPCS-J3285","Treprostinil injection",56.81,78.97
"12143","HCPCS-J3300","Triamcinolone a inj prs-free",3.9,5.42
"12144","HCPCS-J3301","Triamcinolone acet inj NOS",1.12,1.99
"12145","HCPCS-J3302","Triamcinolone diacetate inj",0.28,0.39
"12146","HCPCS-J3303","Triamcinolone hexacetonl inj",3.61,5.02
"12147","HCPCS-J3304","Inj triamcinolone ace xr 1mg",17.5,24.32
"12148","HCPCS-J3305","Inj trimetrexate glucoronate",149.71,208.1
"12149","HCPCS-J3310","Perphenazine injeciton",175.97,244.6
"12150","HCPCS-J3315","Triptorelin pamoate",347.65,483.23
"12151","HCPCS-J3316","Inj., triptorelin xr 3.75 mg",2825.76,3927.81
"12152","HCPCS-J3320","Spectinomycn di-hcl inj",30.08,41.81
"12153","HCPCS-J3350","Urea injection",75.55,105.01
"12154","HCPCS-J3355","Urofollitropin, 75 iu",120.14,166.99
"12155","HCPCS-J3357","Ustekinumab sub cu inj, 1 mg",166.31,231.17
"12156","HCPCS-J3358","Ustekinumab, iv inject, 1 MG",11.65,16.19
"12157","HCPCS-J3360","Diazepam injection",6.69,9.3
"12158","HCPCS-J3364","Urokinase 5000 IU injection",9.16,12.73
"12159","HCPCS-J3365","Urokinase 250,000 IU inj",456.99,635.22
"12160","HCPCS-J3370","Vancomycin hcl injection",2.73,3.79
"12161","HCPCS-J3380","Injection, vedolizumab",21.72,30.19
"12162","HCPCS-J3385","Velaglucerase alfa",359.91,500.27
"12163","HCPCS-J3396","Verteporfin injection",11.24,15.62
"12164","HCPCS-J3397","Inj., vestronidase alfa-vjbk",231.74,322.12
"12165","HCPCS-J3398","Inj luxturna 1 billion vec g",2720,3780.8
"12166","HCPCS-J3399","Inj onase abepar-xioi treat",Inf,-Inf
"12167","HCPCS-J3400","Triflupromazine hcl inj",11.05,15.36
"12168","HCPCS-J3410","Hydroxyzine hcl injection",9.75,13.55
"12169","HCPCS-J3411","Thiamine hcl 100 mg",2.54,3.53
"12170","HCPCS-J3415","Pyridoxine hcl 100 mg",10.12,14.07
"12171","HCPCS-J3420","Vitamin B12 injection",1.61,2.24
"12172","HCPCS-J3430","Vitamin k phytonadione inj",3.49,4.85
"12173","HCPCS-J3465","Injection, voriconazole",1.36,1.89
"12174","HCPCS-J3470","Hyaluronidase injection",53.57,74.46
"12175","HCPCS-J3471","Ovine, up to 999 USP units",0.47,0.65
"12176","HCPCS-J3472","Ovine, 1000 USP units",137.8,191.54
"12177","HCPCS-J3473","Hyaluronidase recombinant",0.36,0.5
"12178","HCPCS-J3475","Inj magnesium sulfate",0.23,1.06
"12179","HCPCS-J3480","Inj potassium chloride",0.03,0.22
"12180","HCPCS-J3485","Zidovudine",1.52,2.11
"12181","HCPCS-J3486","Ziprasidone mesylate",12.52,17.4
"12182","HCPCS-J3489","Zoledronic acid 1mg",6.65,37.1
"12183","HCPCS-J3520","Edetate disodium per 150 mg",1.19,1.65
"12184","HCPCS-J7030","Normal saline solution infus",1.41,3.54
"12185","HCPCS-J7040","Normal saline solution infus",1.28,1.78
"12186","HCPCS-J7042","5% dextrose/normal saline",0.58,1.42
"12187","HCPCS-J7050","Normal saline solution infus",0.34,0.89
"12188","HCPCS-J7060","5% dextrose/water",1.79,2.49
"12189","HCPCS-J7070","D5w infusion",3.58,4.98
"12190","HCPCS-J7100","Dextran 40 infusion",28.16,39.14
"12191","HCPCS-J7110","Dextran 75 infusion",14.52,20.18
"12192","HCPCS-J7120","Ringers lactate infusion",1.35,3.45
"12193","HCPCS-J7121","5% dextrose in lac ringers",2.75,3.82
"12194","HCPCS-J7131","Hypertonic saline sol",0.01,0.01
"12195","HCPCS-J7168","Prothrombin complex kcentra",2.61,3.63
"12196","HCPCS-J7169","Inj andexxa, 10 mg",280.5,389.89
"12197","HCPCS-J7170","Inj., emicizumab-kxwh 0.5 mg",48.68,67.67
"12198","HCPCS-J7175","Inj, factor X, (human), 1iu",8.2,11.4
"12199","HCPCS-J7177","Inj., fibryga, 1 mg",1.09,1.52
"12200","HCPCS-J7178","Inj human fibrinogen con nos",1.35,1.88
"12201","HCPCS-J7179","Vonvendi inj 1 iu vwf:rco",1.8,2.5
"12202","HCPCS-J7180","Factor XIII anti-hem factor",9.38,13.04
"12203","HCPCS-J7181","Factor xiii recomb a-subunit",15.68,21.8
"12204","HCPCS-J7182","Factor viii recomb novoeight",1.29,1.79
"12205","HCPCS-J7183","Wilate injection",1.13,1.57
"12206","HCPCS-J7185","Xyntha inj",1.25,1.74
"12207","HCPCS-J7186","Antihemophilic viii/vwf comp",1.16,1.61
"12208","HCPCS-J7187","Humate-p, inj",1.29,1.79
"12209","HCPCS-J7188","Factor viii recomb obizur",3.2,4.45
"12210","HCPCS-J7189","Factor viia recomb novoseven",2.3,3.2
"12211","HCPCS-J7190","Factor viii",1.07,1.49
"12212","HCPCS-J7191","Factor VIII (porcine)",1.83,2.54
"12213","HCPCS-J7192","Factor viii recombinant NOS",1.43,1.99
"12214","HCPCS-J7193","Factor IX non-recombinant",1.19,1.65
"12215","HCPCS-J7194","Factor ix complex",1.54,2.14
"12216","HCPCS-J7195","Factor ix recombinant nos",1.58,2.2
"12217","HCPCS-J7196","Antithrombin recombinant",134.88,187.48
"12218","HCPCS-J7197","Antithrombin iii injection",3.36,4.67
"12219","HCPCS-J7198","Anti-inhibitor",2.22,3.09
"12220","HCPCS-J7200","Factor ix recombinan rixubis",1.46,2.03
"12221","HCPCS-J7201","Factor ix alprolix recomb",3.15,4.38
"12222","HCPCS-J7202","Factor ix idelvion inj",4.71,6.55
"12223","HCPCS-J7203","Factor ix recomb gly rebinyn",4.07,5.66
"12224","HCPCS-J7204","Inj recombin esperoct per iu",2.34,3.25
"12225","HCPCS-J7205","Factor viii fc fusion recomb",2.11,2.93
"12226","HCPCS-J7207","Factor viii pegylated recomb",1.93,2.68
"12227","HCPCS-J7208","Inj. jivi 1 iu",2.09,2.91
"12228","HCPCS-J7209","Factor viii nuwiq recomb 1iu",1.24,1.72
"12229","HCPCS-J7210","Inj, afstyla, 1 i.u.",1.39,1.93
"12230","HCPCS-J7211","Inj, kovaltry, 1 i.u.",1.22,1.7
"12231","HCPCS-J7212","Factor viia recomb sevenfact",2.2,3.06
"12232","HCPCS-J7294","Seg acet and eth estr yearly",2131.8,2963.2
"12233","HCPCS-J7295","Eth estr and eton monthly",157.59,219.05
"12234","HCPCS-J7296","Kyleena, 19.5 MG",1019.27,1416.79
"12235","HCPCS-J7297","Liletta, 52 mg",862,1198.18
"12236","HCPCS-J7298","Mirena, 52 mg",1019.27,1416.79
"12237","HCPCS-J7300","Intraut copper contraceptive",955.74,1328.48
"12238","HCPCS-J7301","Skyla, 13.5 mg",891.14,1238.68
"12239","HCPCS-J7304","Contraceptive hormone patch",43.27,60.15
"12240","HCPCS-J7307","Etonogestrel implant system",1051.25,1461.24
"12241","HCPCS-J7308","Aminolevulinic acid hcl top",392.02,544.91
"12242","HCPCS-J7309","Methyl aminolevulinate, top",83.69,116.33
"12243","HCPCS-J7310","Ganciclovir long act implant",16960,23574.4
"12244","HCPCS-J7311","Inj., retisert, 0.01 mg",334.37,464.77
"12245","HCPCS-J7312","Dexamethasone intra implant",200.12,278.17
"12246","HCPCS-J7313","Inj., iluvien, 0.01 mg",490.95,682.42
"12247","HCPCS-J7314","Inj., yutiq, 0.01 mg",518.33,720.48
"12248","HCPCS-J7315","Ophthalmic mitomycin",393.6,547.1
"12249","HCPCS-J7316","Inj, ocriplasmin, 0.125 MG",1046.93,1455.23
"12250","HCPCS-J7318","Inj, durolane 1 mg",16.07,22.34
"12251","HCPCS-J7320","Genvisc 850, inj, 1 mg",15.32,21.29
"12252","HCPCS-J7321","Hyalgan supartz visco-3 dose",74.91,104.12
"12253","HCPCS-J7322","Hymovis injection 1 mg",28.68,39.87
"12254","HCPCS-J7323","Euflexxa inj per dose",131.21,182.38
"12255","HCPCS-J7324","Orthovisc inj per dose",154.75,215.1
"12256","HCPCS-J7325","Synvisc or synvisc-one",10.44,14.51
"12257","HCPCS-J7326","Gel-one",1104,1534.56
"12258","HCPCS-J7327","Monovisc inj per dose",769.61,1069.76
"12259","HCPCS-J7328","Gelsyn-3 injection 0.1 mg",2.03,2.82
"12260","HCPCS-J7329","Inj, trivisc 1 mg",17.31,24.06
"12261","HCPCS-J7331","Synojoynt, inj., 1 mg",18.02,25.05
"12262","HCPCS-J7332","Inj., triluron, 1 mg",23.47,32.62
"12263","HCPCS-J7336","Capsaicin 8% patch",3.24,4.5
"12264","HCPCS-J7340","Carbidopa levodopa ent 100ml",211.4,293.85
"12265","HCPCS-J7342","Ciprofloxacin otic susp 6 mg",29.98,41.67
"12266","HCPCS-J7345","Aminolevulinic acid, 10% gel, 10 MG",1.59,2.21
"12267","HCPCS-J7351","Inj bimatoprost itc imp1mcg",198.9,276.47
"12268","HCPCS-J7352","Afamelanotide implant, 1 mg",2819.95,3919.73
"12269","HCPCS-J7402","Mometasone sinus sinuva",10.56,14.68
"12270","HCPCS-J7500","Azathioprine oral 50mg",8.1,11.26
"12271","HCPCS-J7501","Azathioprine parenteral",240,333.6
"12272","HCPCS-J7502","Cyclosporine oral 100 MG",2.23,3.1
"12273","HCPCS-J7503","Tacrol envarsus ex rel oral",1.52,2.11
"12274","HCPCS-J7504","Lymphocyte immune globulin",2355.95,3274.77
"12275","HCPCS-J7505","Monoclonal antibodies",1156.08,1606.95
"12276","HCPCS-J7507","Tacrolimus imme rel oral 1mg",0.45,0.63
"12277","HCPCS-J7508","Tacrol astagraf ex rel oral",0.5,0.69
"12278","HCPCS-J7509","Methylprednisolone oral",0.27,0.38
"12279","HCPCS-J7510","Prednisolone oral per 5 mg",0.25,0.35
"12280","HCPCS-J7511","Antithymocyte globuln rabbit",842.94,1171.69
"12281","HCPCS-J7512","Prednisone ir or dr oral 1 MG",0.02,0.03
"12282","HCPCS-J7513","Daclizumab, parenteral",526.34,731.61
"12283","HCPCS-J7515","Cyclosporine oral 25 mg",0.74,1.03
"12284","HCPCS-J7516","Cyclosporin parenteral 250mg",62.36,86.68
"12285","HCPCS-J7517","Mycophenolate mofetil oral",0.25,0.35
"12286","HCPCS-J7518","Mycophenolic acid",1.34,1.86
"12287","HCPCS-J7520","Sirolimus, oral",4,5.56
"12288","HCPCS-J7525","Tacrolimus injection",219.71,305.4
"12289","HCPCS-J7527","Oral everolimus",5.68,7.9
"12290","HCPCS-J7604","Acetylcysteine comp unit",1.96,2.72
"12291","HCPCS-J7605","Arformoterol non-comp unit",6.6,9.17
"12292","HCPCS-J7606","Formoterol fumarate, inh",8.91,12.38
"12293","HCPCS-J7608","Acetylcysteine non-comp unit",5.79,8.05
"12294","HCPCS-J7609","Albuterol comp unit",0.07,0.1
"12295","HCPCS-J7610","Albuterol comp con",0.15,0.21
"12296","HCPCS-J7611","Albuterol non-comp con",0.24,0.33
"12297","HCPCS-J7612","Levalbuterol non-comp con",0.27,0.38
"12298","HCPCS-J7613","Albuterol non-comp unit",0.04,0.06
"12299","HCPCS-J7614","Levalbuterol non-comp unit",0.06,0.08
"12300","HCPCS-J7615","Levalbuterol comp unit",1.86,2.59
"12301","HCPCS-J7620","Albuterol ipratrop non-comp",0.13,0.18
"12302","HCPCS-J7626","Budesonide non-comp unit",1.03,1.43
"12303","HCPCS-J7627","Budesonide comp unit",0.06,0.08
"12304","HCPCS-J7628","Bitolterol mesylate comp con",0.23,0.32
"12305","HCPCS-J7629","Bitolterol mesylate comp unt",0.32,0.44
"12306","HCPCS-J7631","Cromolyn sodium noncomp unit",2.41,3.35
"12307","HCPCS-J7632","Cromolyn sodium comp unit",0.07,0.1
"12308","HCPCS-J7633","Budesonide non-comp con",8.37,11.63
"12309","HCPCS-J7635","Atropine comp con",0.17,0.24
"12310","HCPCS-J7636","Atropine comp unit",0.4,0.56
"12311","HCPCS-J7637","Dexamethasone comp con",0.12,0.17
"12312","HCPCS-J7638","Dexamethasone comp unit",0.24,0.33
"12313","HCPCS-J7639","Dornase alfa non-comp unit",47.81,66.46
"12314","HCPCS-J7640","Formoterol comp unit",1.31,1.82
"12315","HCPCS-J7642","Glycopyrrolate comp con",2.87,3.99
"12316","HCPCS-J7643","Glycopyrrolate comp unit",0.72,1
"12317","HCPCS-J7644","Ipratropium bromide non-comp",0.19,0.26
"12318","HCPCS-J7648","Isoetharine non-comp con",0.06,0.08
"12319","HCPCS-J7649","Isoetharine non-comp unit",0.2,0.28
"12320","HCPCS-J7658","Isoproterenol non-comp con",0.36,0.5
"12321","HCPCS-J7659","Isoproterenol non-comp unit",0.45,0.63
"12322","HCPCS-J7668","Metaproterenol non-comp con",0.29,0.4
"12323","HCPCS-J7669","Metaproterenol non-comp unit",0.43,0.6
"12324","HCPCS-J7674","Methacholine chloride, neb",0.81,1.13
"12325","HCPCS-J7676","Pentamidine comp unit dose",61.49,85.47
"12326","HCPCS-J7677","Revefenacin inh non-com 1mcg",0.19,0.26
"12327","HCPCS-J7680","Terbutaline sulf comp con",1.93,2.68
"12328","HCPCS-J7681","Terbutaline sulf comp unit",2.16,3
"12329","HCPCS-J7682","Tobramycin non-comp unit",23.78,33.05
"12330","HCPCS-J7683","Triamcinolone comp con",0.09,0.13
"12331","HCPCS-J7684","Triamcinolone comp unit",0.21,0.29
"12332","HCPCS-J7686","Treprostinil, non-comp unit",704.38,979.09
"12333","HCPCS-J8501","Oral aprepitant",3.65,5.07
"12334","HCPCS-J8510","Oral busulfan",24.18,33.61
"12335","HCPCS-J8515","Cabergoline, oral 0.25mg",14.66,20.38
"12336","HCPCS-J8520","Capecitabine, oral, 150 mg",0.4,0.56
"12337","HCPCS-J8521","Capecitabine, oral, 500 mg",0.8,1.11
"12338","HCPCS-J8530","Cyclophosphamide oral 25 MG",0.98,1.36
"12339","HCPCS-J8540","Oral dexamethasone",0.06,0.08
"12340","HCPCS-J8560","Etoposide oral 50 MG",75.51,104.96
"12341","HCPCS-J8600","Melphalan oral 2 MG",12,16.68
"12342","HCPCS-J8610","Methotrexate oral 2.5 MG",0.21,0.29
"12343","HCPCS-J8655","Oral netupitant, palonosetro",355.57,494.24
"12344","HCPCS-J8670","Rolapitant, oral, 1 mg",1.71,2.38
"12345","HCPCS-J8700","Temozolomide",0.31,0.43
"12346","HCPCS-J8705","Topotecan oral",104.3,144.98
"12347","HCPCS-J9000","Doxorubicin hcl injection",3.01,5.85
"12348","HCPCS-J9015","Aldesleukin injection",4496.26,6859.15
"12349","HCPCS-J9017","Arsenic trioxide injection",14.21,23.86
"12350","HCPCS-J9019","Erwinaze injection",427.26,593.89
"12351","HCPCS-J9020","Asparaginase, NOS",64.56,89.74
"12352","HCPCS-J9021","Inj, aspara, rylaze, 0.1 mg",46.53,64.68
"12353","HCPCS-J9022","Inj, atezolizumab,10 mg",79.27,110.19
